,title,n_enrolled,level,language,rating,price,sales
224,Big Data sin misterios,65564.0,Intermediate,Español,2,25.0,1639100.0
226,"English for Journalists, Part 1",50847.0,Intermediate,English,2,139.0,7067733.0
227,Introduction to Networking,16134.0,Introductory,English,1,150.0,2420100.0
228,Accounting Essentials,58463.0,Introductory,English,2,79.0,4618577.0
230,European Paintings: From Leonardo to Rembrandt to Goya,60734.0,Introductory,English,2,99.0,6012666.0
231,Java Programming Fundamentals,12042.0,Intermediate,English,1,49.0,590058.0
233,Data Science Tools,15627.0,Introductory,English,1,39.0,609453.0
236,International Law,91868.0,Advanced,English,3,150.0,13780200.0
237,Tourism and Travel Management,38503.0,Introductory,English,2,5.0,192515.0
238,Project Management Life Cycle,120019.0,Intermediate,English,4,150.0,18002850.0
239,Solar Energy,125069.0,Introductory,English,4,50.0,6253450.0
240,Public Speaking,10129.0,Introductory,English,1,199.0,2015671.0
241,Japanese Pronunciation for Communication,62757.0,Introductory,日本語,2,99.0,6212943.0
242,Mindfulness and Resilience to Stress at Work,33414.0,Introductory,English,1,199.0,6649386.0
243,Framing Your Communication to Inspire and Convince,49351.0,Intermediate,English,2,125.0,6168875.0
244,Business Foundations,55154.0,Introductory,English,2,150.0,8273100.0
245,The Chemistry of Life,78704.0,Introductory,English,3,49.0,3856496.0
246,Nutrition and Health: Micronutrients and Malnutrition,78266.0,Intermediate,English,3,99.0,7748334.0
247,Digital Design,12339.0,Introductory,English,1,50.0,616950.0
248,Machine Learning for Data Science and Analytics,140419.0,Introductory,English,4,99.0,13901481.0
250,Gestion de projets de développement,41663.0,Intermediate,Français,2,25.0,1041575.0
251,Product Management Fundamentals,11913.0,Introductory,English,1,199.0,2370687.0
252,International Human Rights Law,74424.0,Advanced,English,3,150.0,11163600.0
253,The Best Start in Life: Early Childhood Development for Sustainable Development,23139.0,Intermediate,English,1,49.0,1133811.0
254,Data Science and Machine Learning Capstone Project,21809.0,Intermediate,English,1,99.0,2159091.0
255,"Data Science for Construction, Architecture and Engineering",11113.0,Introductory,English,1,199.0,2211487.0
256,"Nutrition, Heart Disease and Diabetes",24986.0,Intermediate,English,1,99.0,2473614.0
257,Project Management for Development,62099.0,Intermediate,English,2,49.0,3042851.0
258,Introduction to Cloud Infrastructure Technologies,86923.0,Introductory,English,3,169.0,14689987.0
259,"Circular Fashion: Design, Science and Value in a Sustainable Clothing Industry",13566.0,Introductory,English,1,65.0,881790.0
260,Machine Learning,150855.0,Advanced,English,5,249.0,37562895.0
261,Introducción a la gestión de proyectos,98517.0,Introductory,Español,3,50.0,4925850.0
262,Free Cash Flow Analysis,36085.0,Introductory,English,1,225.0,8119125.0
263,Lean Production,55926.0,Introductory,English,2,99.0,5536674.0
264,Introduction to Algebra,131197.0,Introductory,English,4,139.0,18236383.0
265,"LaTeX for Students, Engineers, and Scientists",11823.0,Introductory,English,1,139.0,1643397.0
266,Leading With Effective Communication (Inclusive Leadership Training),107770.0,Introductory,English,3,50.0,5388500.0
267,Anatomy: Musculoskeletal and Integumentary Systems,51969.0,Introductory,English,2,49.0,2546481.0
268,"Inglés empresarial: ventas, gestión y liderazgo",10897.0,Introductory,English,1,49.0,533953.0
269,Business Strategy from Wharton: Competitive Advantage,26675.0,Intermediate,English,1,199.0,5308325.0
270,Inteligencia emocional para el liderazgo efectivo y colaboración,14726.0,Introductory,Español,1,49.0,721574.0
272,"Six Sigma: Analyze, Improve, Control",56016.0,Introductory,English,2,99.0,5545584.0
273,Introducción a la inteligencia emocional,18830.0,Introductory,Español,1,49.0,922670.0
274,AP® Microeconomics,53664.0,Introductory,English,2,49.0,2629536.0
275,Engineering Calculus and Differential Equations,21535.0,Introductory,English,1,50.0,1076750.0
276,Linear Algebra - Foundations to Frontiers,88570.0,Intermediate,English,3,49.0,4339930.0
277,Habilidades de negociación y comunicación efectiva,19614.0,Introductory,Español,1,149.0,2922486.0
278,Effective Communication for Today's Leader,8862.0,Intermediate,English,1,149.0,1320438.0
279,Electric Cars: Technology,40972.0,Intermediate,English,2,50.0,2048600.0
280,Site Planning Online,12948.0,Intermediate,English,1,99.0,1281852.0
281,Macroeconometric Forecasting,69358.0,Intermediate,English,2,25.0,1733950.0
282,Administración pública y fiscal: cómo se gestiona un gobierno,49189.0,Introductory,Español,2,25.0,1229725.0
284,Algorithms,61722.0,Intermediate,English,2,149.0,9196578.0
285,Calculus Applied!,54976.0,Intermediate,English,2,99.0,5442624.0
286,Precalculus,55576.0,Intermediate,English,2,49.0,2723224.0
287,Fundamentos de anatomía y técnica quirúrgica básica,12133.0,Introductory,Español,1,49.0,594517.0
288,Business Communications,60713.0,Introductory,English,2,150.0,9106950.0
289,Italian Language and Culture: Intermediate (2019-2020),35058.0,Intermediate,Italiano,1,49.0,1717842.0
290,International Women's Health and Human Rights,9796.0,Introductory,English,1,50.0,489800.0
291,Blockchain: Understanding Its Uses and Implications,66769.0,Introductory,English,2,199.0,13287031.0
294,Basics of Power BI,8314.0,Introductory,English,1,49.0,407386.0
295,Preparing to Network in English,34337.0,Introductory,English,1,149.0,5116213.0
296,Mandarin Chinese Essentials,36665.0,Introductory,English,2,99.0,3629835.0
297,Human Rights: The Rights of Refugees,84270.0,Introductory,English,3,49.0,4129230.0
298,What do Architects and Urban Planners do?,11046.0,Introductory,English,1,49.0,541254.0
299,"U.S. Political Institutions: Congress, Presidency, Courts, and Bureaucracy",22723.0,Introductory,English,1,49.0,1113427.0
300,Negotiation Skills and Effective Communication,8146.0,Intermediate,English,1,149.0,1213754.0
301,AP® English Literature & Composition – Part 1: Stories,15650.0,Introductory,English,1,49.0,766850.0
302,"Viruses & How to Beat Them: Cells, Immunity, Vaccines",28710.0,Introductory,English,1,149.0,4277790.0
303,Alianzas: un vehículo para lograr el desarrollo sostenible,17554.0,Introductory,Español,1,25.0,438850.0
304,Designing and Creating Skirts,13954.0,Introductory,English,1,99.0,1381446.0
305,Cómo Aprender Online,7958.0,Introductory,Español,1,49.0,389942.0
306,Computing in Python II: Control Structures,31511.0,Introductory,English,1,99.0,3119589.0
307,Facebook Ads: Cómo utilizar el poder de la publicidad en Facebook,29614.0,Introductory,Español,1,49.0,1451086.0
308,Machine Learning Fundamentals,82008.0,Advanced,English,3,350.0,28702800.0
309,Pre-University Calculus,103224.0,Introductory,English,3,50.0,5161200.0
310,Tsinghua Chinese: Start Talking with 1.3 Billion People,58834.0,Introductory,English,2,49.0,2882866.0
311,Deep Learning with Python and PyTorch,36195.0,Intermediate,English,1,99.0,3583305.0
312,Diseña presentaciones eficaces con Powerpoint,36663.0,Introductory,Español,2,50.0,1833150.0
313,World of Wine: From Grape to Glass,81839.0,Introductory,English,3,199.0,16285961.0
314,Sustainable Cities,16619.0,Intermediate,English,1,49.0,814331.0
315,Introduction to Developmental Psychology,38060.0,Introductory,English,2,99.0,3767940.0
316,Creativity & Entrepreneurship,69413.0,Introductory,English,2,49.0,3401237.0
317,College Algebra and Problem Solving,103010.0,Introductory,English,3,49.0,5047490.0
319,Financial Development and Financial Inclusion,13853.0,Intermediate,English,1,25.0,346325.0
320,Global Public Health,17273.0,Intermediate,English,1,49.0,846377.0
322,Introduction to Animal Behaviour,42135.0,Introductory,English,2,49.0,2064615.0
323,Circular Economy: An Introduction,50240.0,Introductory,English,2,50.0,2512000.0
324,Public Financial Management,23288.0,Intermediate,English,1,25.0,582200.0
325,Anatomy: Human Neuroanatomy,49319.0,Introductory,English,2,49.0,2416631.0
326,Android: Introducción a la Programación,85786.0,Introductory,Español,3,50.0,4289300.0
327,The Ancient Greek Hero,51744.0,Introductory,English,2,99.0,5122656.0
328,Agile Leadership Principles and Practices,31838.0,Advanced,English,1,199.0,6335762.0
329,How to Code: Simple Data,98113.0,Introductory,English,3,125.0,12264125.0
330,Cybersecurity and Privacy in the IoT,21440.0,Introductory,English,1,199.0,4266560.0
331,Strategic Management,71085.0,Introductory,English,2,150.0,10662750.0
332,Introducción a la ciencia de datos y sus aplicaciones,7303.0,Introductory,Español,1,39.0,284817.0
333,"Biochemistry: Biomolecules, Methods, and Mechanisms",18692.0,Intermediate,English,1,150.0,2803800.0
334,Astronomía Virtual,10500.0,Introductory,Español,1,29.0,304500.0
335,Nutrition and Cancer,27144.0,Intermediate,English,1,99.0,2687256.0
336,Build your very first iOS app,31570.0,Introductory,English,1,149.0,4703930.0
337,Object-Oriented Programming,93633.0,Introductory,English,3,149.0,13951317.0
338,Introduction to Jenkins,7233.0,Introductory,English,1,199.0,1439367.0
339,Conducting an Informational Interview,15594.0,Introductory,English,1,99.0,1543806.0
340,Liderazgo y comportamiento organizacional,21419.0,Introductory,Español,1,149.0,3191431.0
341,Creative Coding,18660.0,Introductory,English,1,249.0,4646340.0
342,Análisis estadístico con Excel,22717.0,Introductory,Español,1,49.0,1113133.0
344,Computer Graphics,98553.0,Intermediate,English,3,99.0,9756747.0
345,Data Science: Computational Thinking with Python,78232.0,Introductory,English,3,199.0,15568168.0
346,Comunicación efectiva para el líder actual,18470.0,Introductory,Español,1,149.0,2752030.0
347,Debate y argumentación,10954.0,Introductory,Español,1,49.0,536746.0
348,Deep Learning with Tensorflow,37564.0,Intermediate,English,2,99.0,3718836.0
349,Machine Learning (aprendizaje automático) con Python: una introducción práctica,39155.0,Introductory,Español,2,49.0,1918595.0
350,Essential Human Biology: Cells and Tissues,67961.0,Introductory,English,2,169.0,11485409.0
351,"Writing, Presenting and Submitting Scientific Papers in English | 英文科技论文写作与学术报告",35720.0,Intermediate,English,1,49.0,1750280.0
352,Computing in Python III: Data Structures,27239.0,Introductory,English,1,99.0,2696661.0
353,Introduction to Internet of Things (IoT),6703.0,Introductory,English,1,49.0,328447.0
354,Nutrition and Health: Food Risks,51493.0,Introductory,English,2,49.0,2523157.0
355,Mechanics: Kinematics and Dynamics,35529.0,Intermediate,English,1,49.0,1740921.0
357,Introduction to Data Analytics for Managers,39113.0,Introductory,English,2,49.0,1916537.0
358,Qualitative Research Methods: Conversational Interviewing,21972.0,Intermediate,English,1,49.0,1076628.0
359,International Project Management,45145.0,Advanced,English,2,150.0,6771750.0
360,Software Development Fundamentals,51402.0,Intermediate,English,2,149.0,7658898.0
361,"First Nights - Stravinsky’s Rite of Spring: Modernism, Ballet, and Riots",17484.0,Introductory,English,1,49.0,856716.0
362,Critical Thinking & Problem Solving,6558.0,Introductory,English,1,199.0,1305042.0
363,Data Analysis Essentials,42262.0,Introductory,English,2,79.0,3338698.0
365,Work and Employment for a Sustainable Future,6528.0,Intermediate,English,1,49.0,319872.0
366,Foundations of Data Structures,54075.0,Intermediate,English,2,149.0,8057175.0
367,"Financial Programming and Policies, Part 1: Macroeconomic Accounts & Analysis",31024.0,Intermediate,English,1,25.0,775600.0
368,IoT System Design: Software and Hardware Integration,13608.0,Intermediate,English,1,99.0,1347192.0
369,English for Doing Business in Asia – Writing,44252.0,Introductory,English,2,60.0,2655120.0
370,Working in Teams: A Practical Guide,43981.0,Introductory,English,2,49.0,2155069.0
371,Introducción a los encofrados y las cimbras en obra civil y edificación,16029.0,Introductory,Español,1,50.0,801450.0
372,AI Chatbots without Programming,35440.0,Introductory,English,1,99.0,3508560.0
373,Introducción a la Ciencia de Datos y el Big Data,16268.0,Intermediate,Español,1,49.0,797132.0
374,Just Money: Banking as if Society Mattered,25553.0,Introductory,English,1,49.0,1252097.0
375,Introducción a R,6431.0,Introductory,Español,1,49.0,315119.0
376,Computing in Python IV: Objects & Algorithms,28112.0,Introductory,English,1,99.0,2783088.0
377,Adobe Illustrator: aprende a crear presentaciones de impacto,18613.0,Introductory,Español,1,15.0,279195.0
378,Teaching Critical Thinking through Art with the National Gallery of Art,18595.0,Introductory,English,1,25.0,464875.0
379,Word intermedio: herramientas de formato y productividad,10265.0,Intermediate,Español,1,50.0,513250.0
380,Introducción a las finanzas: Principios de valoración,17344.0,Intermediate,Español,1,49.0,849856.0
381,Aprende a diseñar jardines verticales y cuadros vivos,6341.0,Introductory,Español,1,29.0,183889.0
382,"Anatomy: Cardiovascular, Urinary, and Respiratory Systems",36917.0,Introductory,English,2,49.0,1808933.0
383,Software Engineering: Introduction,35524.0,Advanced,English,1,125.0,4440500.0
384,Structure of Materials,13042.0,Intermediate,English,1,150.0,1956300.0
385,Fundamentos de fotografía documental,13036.0,Introductory,Español,1,49.0,638764.0
386,AP® Italian Language and Culture (2020-2021),39398.0,Advanced,Italiano,2,49.0,1930502.0
387,Computer Hardware and Operating Systems,9715.0,Introductory,English,1,150.0,1457250.0
388,Marketing Management,43415.0,Advanced,English,2,214.0,9290810.0
389,You Can Innovate: User  Innovation & Entrepreneurship,18974.0,Introductory,English,1,49.0,929726.0
391,Bases Matemáticas: Álgebra,35811.0,Introductory,Español,1,50.0,1790550.0
392,HTML5 Apps and Games,86850.0,Advanced,English,3,199.0,17283150.0
393,MATLAB and Octave for Beginners,68706.0,Introductory,English,2,139.0,9550134.0
395,The Divine Comedy: Dante's Journey to Freedom,12005.0,Introductory,English,1,49.0,588245.0
396,Linux Basics: The Command Line Interface,32726.0,Introductory,English,1,49.0,1603574.0
397,Entrepreneurial Operations: Launching a Startup,23808.0,Intermediate,English,1,149.0,3547392.0
398,Maths Essentials,44642.0,Introductory,English,2,79.0,3526718.0
399,"Marketing Analytics: Products, Distribution and Sales",50588.0,Intermediate,English,2,249.0,12596412.0
400,Marketing Innovative Products and Services,6293.0,Introductory,English,1,149.0,937657.0
403,Comunicación y Redacción Digital,7165.0,Introductory,Español,1,29.0,207785.0
404,Monetary Policy Analysis and Forecasting,6616.0,Advanced,English,1,25.0,165400.0
405,Basic Analytical Chemistry,19010.0,Introductory,English,1,49.0,931490.0
406,Identifying Entrepreneurial Opportunities,11922.0,Introductory,English,1,149.0,1776378.0
407,"ChinaX Book Club: Five Authors, Five Books, Five Views of China",5855.0,Introductory,English,1,139.0,813845.0
408,Astrophysics: Cosmology,83322.0,Intermediate,English,3,50.0,4166100.0
409,Japanese Culture and Language (I) |日语与日本文化（1）,18489.0,Introductory,中文,1,139.0,2569971.0
410,COVID-19 Training for Healthcare Workers,5742.0,Introductory,English,1,10.0,57420.0
411,The Rise of Superheroes and Their Impact On Pop Culture,31368.0,Introductory,English,1,50.0,1568400.0
412,Introduction to Aeronautical Engineering,99971.0,Introductory,English,3,50.0,4998550.0
413,Diseño de Jardines,5683.0,Introductory,Español,1,29.0,164807.0
414,"Introducción al griego clásico: lengua, nombres y mitología",18849.0,Introductory,Español,1,49.0,923601.0
415,Deep Learning Fundamentals with Keras,32140.0,Intermediate,English,1,99.0,3181860.0
416,Existential Well-being Counseling: A Person-centered Experiential Approach,48439.0,Introductory,English,2,49.0,2373511.0
417,Solid Waste Management,7668.0,Introductory,English,1,5.0,38340.0
418,Retail Fundamentals,37558.0,Intermediate,English,2,99.0,3718242.0
419,Greatest Unsolved Mysteries of the Universe,93965.0,Intermediate,English,3,50.0,4698250.0
420,"Money Markets, Foreign Exchange and Time Value of Money",12230.0,Introductory,English,1,199.0,2433770.0
421,Gestión de Contenidos Digitales y Marketing Turístico de Ciudad,14627.0,Introductory,Español,1,49.0,716723.0
422,Designing the User Experience,6416.0,Introductory,English,1,199.0,1276784.0
423,Introduction to Bioconductor,36370.0,Intermediate,English,1,149.0,5419130.0
424,Connected Strategy,10355.0,Intermediate,English,1,199.0,2060645.0
425,Hybrid Vehicles,18294.0,Advanced,English,1,249.0,4555206.0
426,First Nights - Handel's Messiah and Baroque Oratorio,18029.0,Introductory,English,1,49.0,883421.0
427,Statistical Inference and Modeling for High-throughput Experiments,51590.0,Intermediate,English,2,149.0,7686910.0
428,First Nights - Monteverdi’s L’Orfeo and the Birth of Opera,13300.0,Introductory,English,1,49.0,651700.0
429,18th-Century Opera: Handel & Mozart,18331.0,Introductory,English,1,99.0,1814769.0
430,Introduction to video game development with Unity,7605.0,Intermediate,English,1,50.0,380250.0
431,Best Practices for Project Management Success,46610.0,Intermediate,English,2,150.0,6991500.0
432,Fundamentos de la Tecnología Blockchain,5473.0,Introductory,Español,1,49.0,268177.0
433,Información financiera y su análisis,5473.0,Advanced,Español,1,49.99,273595.27
434,Coaching Skills for Learner-Centred Conversations,8089.0,Introductory,English,1,49.0,396361.0
435,Intellectual Property Law and Policy: Part 1,43993.0,Intermediate,English,2,169.0,7434817.0
436,Robotics,68199.0,Advanced,English,2,249.0,16981551.0
437,La gestion des ressources humaines,6824.0,Introductory,Français,1,99.0,675576.0
438,Writing for Social Justice,9927.0,Introductory,English,1,50.0,496350.0
439,Steps in Japanese for Beginners1 Part2,8080.0,Introductory,English,1,99.0,799920.0
440,Case Studies in Functional Genomics,26850.0,Advanced,English,1,149.0,4000650.0
441,Essential Career Skills for Investment Banking and Finance,11655.0,Introductory,English,1,49.0,571095.0
442,Data Structures and Software Design,30609.0,Intermediate,English,1,149.0,4560741.0
443,Unconscious Bias: From Awareness to Action,26659.0,Introductory,English,1,49.0,1306291.0
444,Cybersecurity for Critical Urban Infrastructure,5306.0,Advanced,English,1,100.0,530600.0
445,"Agile Process, Project, and Program Controls",16339.0,Advanced,English,1,199.0,3251461.0
446,Risk Management in Development Projects,13263.0,Intermediate,English,1,25.0,331575.0
447,"Pintura europea: Leonardo, Rembrandt, Goya",32635.0,Introductory,Español,1,29.0,946415.0
448,Risk & Return,21970.0,Introductory,English,1,225.0,4943250.0
449,Project Management of Engineering Projects: Preparing for Success,42834.0,Intermediate,English,2,99.0,4240566.0
450,Supply Chain Dynamics,75464.0,Advanced,English,3,299.0,22563736.0
452,Financial Accounting Made Fun: Eliminating Your Fears,36787.0,Introductory,English,2,199.0,7320613.0
454,Gestión de operaciones,9512.0,Introductory,Español,1,119.0,1131928.0
455,Microeconomics & Business,10962.0,Introductory,English,1,79.0,865998.0
456,Inteligencia artificial: Chatbots sin programación,5001.0,Introductory,Español,1,49.0,245049.0
457,Diseño e innovación de modelo de negocios,7180.0,Advanced,Español,1,99.0,710820.0
460,Gestão de riscos em projetos,8771.0,Intermediate,Português,1,25.0,219275.0
461,Vocal Recording Technology,52369.0,Introductory,English,2,49.0,2566081.0
463,IoT Sensors and Devices,33072.0,Introductory,English,1,199.0,6581328.0
464,Introducción a las tecnologías para la Educación,31533.0,Introductory,Español,1,49.0,1545117.0
465,Fundamentos de la guitarra eléctrica y acústica,13124.0,Introductory,Español,1,49.0,643076.0
466,e-Learning on Digital Agriculture,6238.0,Introductory,English,1,5.0,31190.0
467,Exploring GraphQL: A Query Language for APIs,9503.0,Introductory,English,1,149.0,1415947.0
468,EmSAT English Preparation - Level 2,7346.0,Intermediate,English,1,49.0,359954.0
469,The Data Science Method,7868.0,Introductory,English,1,39.0,306852.0
470,"Plato, Socrates, and the Birth of Western Philosophy | 西方哲学精神探源",21291.0,Introductory,English,1,49.0,1043259.0
471,"Cosmic Rays, Dark Matter, and the Mysteries of the Universe",12888.0,Intermediate,English,1,49.0,631512.0
472,Macroeconomic Diagnostics,23408.0,Intermediate,English,1,25.0,585200.0
473,BioStatistics,14937.0,Introductory,English,1,79.0,1180023.0
474,Results-Based Project Management: Monitoring and Evaluation,32810.0,Intermediate,English,1,199.0,6529190.0
475,Estrategias y estilos de negociación,12639.0,Introductory,Español,1,149.0,1883211.0
476,Políticas efectivas de desarrollo infantil,64387.0,Intermediate,Español,2,25.0,1609675.0
477,Alzheimer’s Disease & Dementia Care,5763.0,Intermediate,English,1,49.0,282387.0
