,title,n_enrolled,level,language,rating,price,sales
701,Investing in Stocks? Master The Art of Covered Calls Selling,1095,All,English,1,80,87600
702,How to Trade Binary Options Effectively – All Levels,1680,All,English,1,195,327600
703,Stock Market: The Zero Risk Way of Investing,2046,Beginner,English,2,25,51150
704,Forex Trading using professional indicators by TOP traders,1699,All,English,1,200,339800
705,Corporate Finance 101: Equity Valuation,1071,All,English,1,50,53550
706,Trading Strategies: Find The Trading Strategy That Fits You,1037,All,English,1,20,20740
707,Forex Trading - Learn An Effective Forex Trading Strategy,223,All,English,1,95,21185
708,Navigate the 10-K and Other Financial Reports,653,All,English,1,40,26120
709,From 0 to 1: Investments and Portfolio Theory,230,Beginner,English,1,50,11500
710,Bitcoin - The Complete Guide,2281,All,English,2,20,45620
711,Professional Trader's Mindset - Complete Forex Course,4702,All,English,3,50,235100
712,Bitcoin Peer Investing: How To Generate Double Digit Returns,366,All,English,1,25,9150
713,Forex Breakout Profits: The Definitive Guide,521,All,English,1,25,13025
714,Learn to Trade With Fibonacci Tools,252,Intermediate,English,1,30,7560
715,"Investing Internationally into Real Estate, Stocks and Bonds",1101,All,English,1,200,220200
716,From 0 to 1: Bond Theory and Valuation,223,Beginner,English,1,50,11150
717,Stock Market Mastery,135,All,Swedish,1,20,2700
718,UK Self Assessment Tax Return Filing Online,23,All,German,1,20,460
719,Introduction to Financial Statements,112,Beginner,English,1,40,4480
720,"IAS 8-Accounting Policies ,Changes in Accounting Estimates",2122,All,English,2,0,0
721,CFA® Level 1 2014 – Financial Reporting and Analysis,152,All,English,1,50,7600
722,Investment Banking Operations : Securities Trade Life Cycle,267,All,English,1,30,8010
723,CFA Level I Foundation Course: Introduction to Quants,155,Beginner,English,1,50,7750
724,Financial Risk Manager (FRM) Certification: Level I,87,All,English,1,50,4350
725,IAS 10 - Events After Reporting Date,2146,All,English,2,0,0
726,Investment Portfolio Analysis with Excel,154,All,English,1,50,7700
727,Introduction to the CFA Program,4248,Beginner,English,3,0,0
728,Chartered Financial Analyst (CFA) - Level 1 - FRA,517,Beginner,English,1,30,15510
729,Excel 4 Accounting & Bookkeeping - Master Lookup Functions,2638,All,English,2,35,92330
730,Cashflow Management for Small Businesses: A How To Guide,2914,All,English,2,25,72850
731,Forex Basics (Professional Course Level),6050,All,English,4,20,121000
732,Advanced Butterfly Spreads for Options Income Strategies,16,Expert,English,1,60,960
733,The Holy Grail of Auto Trading Forex Futures Stocks Revealed,3917,All,English,2,50,195850
734,IPO Fundamentals,1122,Beginner,Catalan,1,20,22440
735,Finance for Non-Finance: Learn Quick and Easy,4158,Beginner,English,3,20,83160
736,Advanced Options Trading Course,1252,Intermediate,English,1,40,50080
737,Statistics - Measures of Dispersion for CA / CS / CFA exams,5108,All,English,3,20,102160
738,Work From Home Online (Part/Full) : Trade Forex 4 Beginners,2981,Beginner,English,2,45,134145
739,Financial Ratios Using Excel,1223,Beginner,English,1,100,122300
740,How To Start Trading Penny Stocks In 10 Easy Steps 2017,7750,All,English,4,50,387500
741,How to Copy the Best Traders on Etoro,564,All,English,1,90,50760
742,How To Set Up A Limited Company In The UK,2075,Beginner,English,2,0,0
743,Forex trading made simple,45,All,Portuguese,1,100,4500
744,Financial and Business Simulation with Microsoft Excel,44,Expert,English,1,20,880
745,10.  Bonds and Bond Pricing,308,All,English,1,20,6160
746,Professional Risk Manager (PRM) Certification: Level 3,55,All,English,1,50,2750
747,Stocks: Quick Method to get started Investing,718,Beginner,English,1,0,0
748,The Fundamentals Of Finance For Non-Finance Professionals,206,All,English,1,40,8240
749,Forex - Top Equity Management Strategy,18,All,English,1,20,360
750,The Truths about (in)secure Retirement,86,Intermediate,English,1,200,17200
751,Learn How to File Taxes for Uber and Lyft Drivers,294,All,English,1,40,11760
752,Learn the Basics of the Wave Principle:,27,Beginner,English,1,30,810
753,MasterClass-Japanese &  Heiken Ashi CandleStick Patterns,375,All,English,1,195,73125
754,Start Trading Stocks Using Technical Analysis! Part 2,94,All,English,1,95,8930
755,Introduction to Corporate Finance (Mergers & Acquisitions),2080,Beginner,English,2,0,0
756,Forex & Financial Market Trading Tutorial- Online Strategies,3137,All,English,2,0,0
757,Learn to trade Candlestick Patterns,155,Intermediate,English,1,20,3100
758,High-Frequency Trading #2: Market Structure & Instruments,1732,All,English,1,50,86600
759,The Art Of Financial Valuation With Certificate,3372,All,English,2,20,67440
760,Sensitivity & Scenario Analysis for CA / CFA / CPA Exams,2185,All,English,2,20,43700
761,"Economics:   Competition, Elasticity, a little Game Theory",1008,All,English,1,50,50400
762,Quantitative Trading Analysis with Python,256,All,English,1,50,12800
763,Invest Like a Pro!,1173,Beginner,English,1,200,234600
764,Options Trading Essentials: The ULTIMATE Guides,1352,All,English,1,0,0
765,ACCA FA1 Recording Financial Transactions,49,Beginner,English,1,50,2450
766,CFA® Level 1 2014 – Portfolio Management,124,All,Italian,1,40,4960
767,Essentials Of Swing Trading Stocks,105,All,English,1,20,2100
768,Small Business and Managerial Accounting Training Tutorial,117,Beginner,English,1,20,2340
769,Use Crowdfunding Effectively With Indiegogo and Kickstarter,6533,All,English,4,0,0
770,The Complete Litecoin Crypto Currency Bootcamp,7,All,English,1,20,140
771,Bank Reconciliation & VAT on Excel,30,All,English,1,20,600
772,Commodity Futures Day Trading Strategies,91,All,English,1,95,8645
773,Learn to invest in the Stock Market,28,Beginner,English,1,40,1120
774,FX Commodity Chart Trading Patterns for Success,83,All,English,1,50,4150
775,Forex Elite Trading,623,All,English,1,85,52955
776,How to Invest in Startups - Expert Reveals Winning Secrets.,1625,All,English,1,0,0
777,Kickstarter success in 5 easy steps,0,All,English,1,20,0
778,Understanding Financial Statements,0,All,English,1,25,0
779,Planning and Executing a Financial Statement Audit,0,Intermediate,English,1,50,0
780,The Latest Updates 2016 Financial Accounting Standards Board,1,Intermediate,English,1,50,50
781,How to achieve personal transformation,0,All,English,1,20,0
782,Basic Bookkeeping,0,Beginner,Afrikaans,1,35,0
783,"Credit concepts and checklist for bankers, credit analyst",0,Beginner,English,1,20,0
784,Practical Film Financing: Finding & Pitching Investors,0,Beginner,English,1,100,0
785,Ratio Analysis for Financial Statements,0,Beginner,English,1,50,0
786,60 Minutes to Fundamental Accounting Skills,0,Beginner,English,1,75,0
787,Essentials of money value: Get a financial Life !,0,All,Catalan,1,20,0
788,Introduction to Forex Trading Business For Beginners,0,Beginner,English,1,20,0
789,"Backspreads, Diagonals and Butterflies - Advanced Strategies",737,Expert,English,1,60,44220
790,Trade Forex 13 Patterns - Golden Ratios Secret Revealed,554,All,English,1,200,110800
791,Crystal ball trading - foresee price with seasonal patterns,807,All,English,1,145,117015
792,Weekly Options and study of Options expiration dynamics,779,Expert,English,1,60,46740
793,Cost Accounting Basics (Professional Course Level),1777,Beginner,English,1,20,35540
794,Learn to Reliably Invest In The Stock Market,841,All,English,1,50,42050
795,Hedge Fund Trading Systems Part Two - Stocks & ETFs,56,Expert,English,1,200,11200
796,Stock Market Option Trading: How Sell Options For Premium,1909,Intermediate,English,1,200,381800
797,Straddles and Strangles - Volatility moves in any direction,775,Expert,English,1,60,46500
798,Debt Collection Management: Get Paid On Time EVERY TIME!,1255,All,English,1,20,25100
799,Learn about it,1193,All,English,1,20,23860
800,Trading: Basics of Trading for Beginners,1309,Beginner,English,1,140,183260
801,Options Spreads Bundle-  the heart of Options Trading,623,Intermediate,English,1,120,74760
802,Trade the News in Forex: EA Robot Included,276,All,English,1,200,55200
803,Investment Portfolio Analysis with R,314,All,English,1,50,15700
804,Basics of Economics For Beginners A to Z - A Complete Course,1942,Beginner,English,1,170,330140
805,Seeing the Big Picture: Understanding Financial Statements,885,All,English,1,50,44250
806,Financial Modeling for Professionals in 1 Day!,226,Intermediate,English,1,200,45200
807,Create Your Own Automated Stock Trading Robot In EXCEL!,461,All,English,1,150,69150
808,FOREX: From Zero To Hero,152,All,Portuguese,1,150,22800
809,Learn Call Options and Put Options - Introduction to Options,1017,Beginner,English,1,60,61020
810,1. Principles of Simple Interest ,1074,All,English,1,20,21480
811,Double Entry Bookkeeping,440,Beginner,Afrikaans,1,50,22000
812,MQL5 Tutorial Bootcamp,978,Beginner,English,1,20,19560
813,Succeed at Options Even If You Don't Know Where to Start,36,All,English,1,200,7200
814,"Buying, Selling, and Storing Precious Metal",74,All,English,1,20,1480
815,Accounting Skills for Managers,78,Beginner,English,1,20,1560
816,Analysis and Evaluation of Economic Feasibility of Projects,10,Intermediate,English,1,100,1000
817,Technical Analysis: Understanding Price Action,39,All,English,1,45,1755
818,Bitcoin For Beginners,37,Beginner,German,1,50,1850
819,"IAS 16-Property,Plant and Equipment ",2166,All,English,2,0,0
820,Basel II,78,All,Indonesian,1,50,3900
821,Forex Trading Plan,21,All,English,1,50,1050
822,Financial Modeling 101,1086,Beginner,Italian,1,0,0
823,Learn Financial Modeling from Scratch - Part1,7,All,English,1,50,350
824,Introduction to Small Business Accounting Training Tutorial,168,Beginner,English,1,25,4200
825,Learn Basic Concepts of Economics Step by Step - Complete,2801,All,English,2,150,420150
827,The Beginner's Guide to the Futures and Options Trading,6185,All,English,4,0,0
828,Bitcoin Investing: The Complete Buy & Hold Strategy,477,All,English,1,25,11925
829,Financial Modeling in Excel for Startups,1334,Beginner,English,1,50,66700
830,Learn to Trade Forex Naked Price Action Big Shadow Trade,5407,Intermediate,English,3,0,0
831,Forex Trading For Beginners ,9483,Beginner,English,5,0,0
832,Build a Trading Comps Valuation Model,1032,All,English,1,50,51600
833,The Advanced Forex Course for Smart Traders,8236,All,English,5,0,0
834,Cost Accounting Overheads (Professional Course Level),2383,All,English,2,20,47660
835,Beginners Guide to Stock Market Investing,3283,Beginner,Norwegian,2,0,0
836,Financial Management Capital Market Instruments,2650,Beginner,Catalan,2,25,66250
837,NPV and IRR Techniques for CA / CFA / CPA Exams,1551,Beginner,English,1,20,31020
838,Commercial Credit Analysis,545,All,English,1,50,27250
839,Essential Finance For Managers,663,All,English,1,25,16575
840,Bitcoin for Accountants,3519,Beginner,English,2,0,0
841,ProTrader -  Advanced Technical Analysis,825,All,English,1,125,103125
842,Binary Options Masterclass,70,All,English,1,200,14000
843,188% Profit in 1Year - Forex ALGO Robot Trading no indicator,357,All,English,1,120,42840
844,"Financial Accounting, its Cycle, Statements & Analysis",853,Beginner,English,1,20,17060
845,Yield Curve Dynamics,397,All,English,1,50,19850
846,Value Investing and Stock Market Fundamentals,74,Beginner,Swedish,1,195,14430
847,Media Training for Financial Service Professionals,1254,All,English,1,20,25080
848,Learn the Forex Naked Price Action Pogo Trade,89,Intermediate,English,1,60,5340
849,Forex - Price action Reversal Strategy,38,All,English,1,20,760
850,Budget preparation for an EU project proposal,18,Intermediate,English,1,50,900
851,Corporate Finance and Alternative Investment for CFA L1,103,All,English,1,20,2060
852,Don't Let Your Customers Run Your Business,7,Intermediate,French,1,50,350
853,Stock Trading: Insider Tips For Determining Market Direction,104,All,English,1,95,9880
854,TopTrader Academy - Complete Options Course,42,All,English,1,150,6300
855,Working Capital Management for Entrepreneurs,507,Expert,English,1,20,10140
856,Learn Quickbooks to maintain books properly,241,Beginner,English,1,20,4820
857,CFA Level I Foundation: Introduction to Financial Reporting,226,Beginner,English,1,50,11300
858,"Fixed Income Valuation and Analysis, CFA L2",50,All,English,1,20,1000
859,Corporation Tax Returns UK,100,All,English,1,50,5000
860,Trading For Busy People,99,All,English,1,50,4950
861,Basics of Trading,99,Beginner,English,1,40,3960
862,CFP - Introduction to Financial Planning,1192,Beginner,English,1,30,35760
863,Investment Portfolio Analysis with Python,209,All,English,1,50,10450
864,Day Trading Market Structure Signals,5529,All,English,3,0,0
865,Professional Bookkeeping and Accounting 3: Double Entry ,81,All,English,1,35,2835
866,"Accounting Basics by Hector Garcia, CPA",1924,Beginner,English,1,0,0
867,Stock Markets: How I Became Rich By Changing How I Trade,646,All,English,1,20,12920
868,Learn About Bitcoin and Bitcoin Mining,520,Beginner,English,1,20,10400
869,Take Control By Learning The Stock Market Now,1440,Beginner,English,1,30,43200
870,Cost Accounting and Financial Management - A Complete Study,452,All,English,1,150,67800
871,Learn Global Macro Trading & Investing for Retail Investor,178,All,English,1,75,13350
872,Energiespar-Formel // Mehr Geld durch Wasser sparen Zuhause,21,All,German,1,50,1050
873,high swing - كورس لتعليم جميع مراحل احتراف تداول الفوركس,12,Intermediate,Arabic,1,100,1200
874,TRADER BOT: Introdução à Linguagem MQL5,209,All,Portuguese,1,20,4180
876,Aprende desde cero a operar el mercado de divisas FOREX,16,All,Spanish,1,90,1440
877,Cómo usar Metatrader 4 para hacer trading?,25,All,Spanish,1,20,500
878,Zoho Books Gestion Financière d'Entreprise pas à pas,229,All,French,1,0,0
879,Aprende a llevar la contabilidad de forma informatizada,6,Beginner,Spanish,1,25,150
880,Psicología del trading,1,All,Spanish,1,20,20
881,La costruzione del budget di una proposta comunitaria,10,Intermediate,Italian,1,50,500
882,"Erfolgreich als Signalgeber/in, per Social- und Copytrading",1,All,German,1,60,60
883,Aprenda  a Investir,34,All,Catalan,1,20,680
884,Teeter-Totter Accounting,0,Beginner,English,1,90,0
885,beginning accounting,0,Intermediate,English,1,20,0
886,Stop Creditors from Harassing you and Avoid Bankruptcy,0,Beginner,English,1,20,0
887,Learn to trade using technical analysis,0,Intermediate,English,1,50,0
888,How to Invest Using ETFs from Former Wall Street Trader,0,All,English,1,200,0
889,Workshop on Banking Credit Analysis Process,0,All,English,1,100,0
890,The Cuckoo Strategy to get European Funding,0,All,English,1,160,0
891,Accounting - The 6 most important rules you must learn,0,All,English,1,20,0
892,Mutual Funds for Investors in Retirement Accounts,0,All,English,1,20,0
893,Free Ways to Create Passive Income Online,0,Beginner,English,1,25,0
894,Understanding Financial Statements,0,All,English,1,25,0
895,The Cash Flow Statement - An Introduction,0,Beginner,English,1,50,0
896,"Options Foundation - Time Decay, Implied Volatility, Greeks",459,Beginner,English,1,60,27540
897,Buying Call and Put Options - Options beginner strategies,266,Intermediate,English,1,60,15960
898,How To Trade RSI Pullback Strategy: Entry To Exit (Forex),104,All,English,1,150,15600
899,Valuation of Goodwill for CA / CFA / CMA Exams,1509,All,English,1,20,30180
900,Forex - Catch the Big Market Moves in Forex,212,Intermediate,English,1,20,4240
901,SEASON 2 MQL4 Tutorial Bootcamp - Metatrader4 Trading Robots,462,All,English,1,25,11550
902,Intermediate Accounting 1: Easy. Fast. Simple!,90,Intermediate,English,1,200,18000
903,Global Macro Investing - Take Control Of The World's Markets,153,Intermediate,English,1,30,4590
904,How to Read a Balance Sheet,1055,Beginner,English,1,50,52750
905,Credit Repair from a Financial Institution,157,All,English,1,20,3140
906,The Binary Institute -  Binary Options Trading Course,103,All,English,1,200,20600
907,Mental Models For Wall Street - Become A Better Trader,1067,All,German,1,0,0
908,株式投資に向く性格に変えるための心理学を学ぶ,58,All,Japanese,1,20,1160
909,Matemática Financeira com HP12C e MS Excel,74,Beginner,Portuguese,1,20,1480
910,¡Triunfar en La Bolsa de Valores No Requiere de Experiencia!,338,Beginner,Spanish,1,0,0
911,Cómo Crear Políticas Contables bajo NIIF para PYMES,27,All,Spanish,1,20,540
912,Finanzas Personales para Vivir Libre de Deudas,76,Beginner,Spanish,1,75,5700
913,Finanzas personales: Logrando la Libertad Financiera,27,Beginner,Spanish,1,30,810
914,株式投資で本当のテクニカル分析ができるようになる,68,Intermediate,Japanese,1,20,1360
915,Aktiver Vermögensaufbau mit ETF,112,Beginner,German,1,20,2240
916,Socorro! Preciso Organizar as Minhas Finanças!,72,All,Portuguese,1,20,1440
917,Curso Completo de Opciones Binarias: Estrategias 90% Acierto,335,All,Spanish,1,145,48575
918,Le basi del Trading,22,All,Italian,1,200,4400
919,【個人事業主向け】青色申告の記帳を自力で行うための複式簿記の基本,41,Beginner,Japanese,1,30,1230
920,Profit and Loss Account for bankers and credit analysts,1,Beginner,English,1,20,20
921,Business Accounts For Managers,16,Beginner,English,1,30,480
922,Black Scholes Option Pricing Model,3,Beginner,English,1,25,75
923,Chief Wealth Officer,4,Beginner,English,1,45,180
924,Practical Accounts Training A,2,Intermediate,English,1,35,70
925,International Trade and New Geographic Economy,12,All,English,1,20,240
926,2. Principles of Simple Interest - advanced problems,10,Intermediate,English,1,20,200
927,School of Raising Capital: Agile Financial Modeling,12,All,English,1,20,240
928,How to Read Financial Statements,5,Beginner,English,1,20,100
929,"Intro. to Asset-Backed Securities, CFA Level I,  2017 Prep",1,All,English,1,20,20
930,Reach Your Personal Financial Goals the Easy Way (2017 UK),2,All,English,1,95,190
931,Bitesize Bookkeeping for busy people,9,Beginner,English,1,20,180
932,Do Your Own Accounts,42,All,English,1,35,1470
933,CFA Level 1 - Derivatives,110,All,Danish,1,30,3300
934,Accounting for everyone! ,420,Beginner,English,1,35,14700
935,Stock Fundamental Analysis with Excel,206,All,English,1,50,10300
936,Financial Accounting For Beginners,164,All,English,1,60,9840
937,Trading: How Transformative Learning Drives Expertise,69,All,English,1,30,2070
938,Manual Bookkeeping,28,Intermediate,Estonian,1,20,560
939,Numeracy skills in business and everyday life:Think and Deal,90,Beginner,English,1,20,1800
940,Financial Modelling in Excel Step by Step,13,Intermediate,English,1,20,260
941,Straight From Business School: Create Financial Statements,31,Beginner,English,1,20,620
942,How To Pay Less Tax (UK version),13,All,English,1,50,650
943,Interpreting financial statements,2119,All,Italian,2,0,0
944,Forex trading with binary options,136,All,English,1,25,3400
945,Triple P Trading Course,797,All,English,1,20,15940
946,Cost Accounting - A Comprehensive Study,503,All,English,1,180,90540
947,How to become a successful day trader,1150,All,English,1,95,109250
948,Essentials of Finance and Investment in 2 hours,1403,Beginner,English,1,20,28060
949,Public Speaking: You Can Give Great Financial Presentations,916,All,English,1,20,18320
950,Professional Trading - Consistent Profits with Low Risk!,627,All,English,1,20,12540
951,Trading for winning,168,All,English,1,200,33600
952,Succeed in Stocks Even if you Don't Know Where to Start,2554,Beginner,English,2,0,0
953,Options Basics & Trading With Small Capital! - Level 1,120,Beginner,English,1,30,3600
954,Forex trading Basic to advance Professional Level course,750,All,English,1,20,15000
955,Day Trading in Stocks: Strategies for Beginner Investors,217,All,English,1,50,10850
956,Learn to Trade Forex Big U-Turn Trade,106,Beginner,English,1,50,5300
957,"Technical Analysis Primer for trading Stocks, Bonds & Forex",397,Beginner,English,1,50,19850
958,DIY: Reduce Unpaid Federal Tax thru  IRS Offer in Compromise,44,All,English,1,20,880
959,Stock Trading with this Strategy,30,All,English,1,50,1500
960,The Psychology of Trading,95,All,English,1,20,1900
961,Professional Forex Strategy+2 weeks for FREE trading alerts,55,All,English,1,95,5225
962,Stock Trading Essentials for Day Traders,94,All,English,1,100,9400
963,Basics of Finance and Budgeting,578,Beginner,English,1,20,11560
964,Portfolio Management CFA L1 2016,393,All,French,1,20,7860
965,"Trade Stocks, Forex & Financial Markets like a Professional",116,All,English,1,20,2320
966,The Tax Advantaged Investor: A Guide to Legal Tax Reduction!,1888,All,English,1,0,0
967,The Smart Option Trader,412,All,English,1,45,18540
968,Beginners Chart Patterns Trading for Penny Stocks,40,Beginner,English,1,200,8000
969,Financial Statements: Learn Accounting. Unlock the Numbers.,222,Beginner,English,1,40,8880
970,CFA® Level 1 2014 – Alternative Investments,831,All,English,1,30,24930
971,Interest Rate Swaps,485,All,English,1,50,24250
972,Financial Modelling for entrepreneurs,232,All,Catalan,1,20,4640
973,Economics - CFA Level 1 - 2014,135,Beginner,Catalan,1,20,2700
974,Bookkeeping Made Simple,61,All,Afrikaans,1,40,2440
975,What is Bitcoin,61,All,English,1,20,1220
976,Accounting for CA CPT Exams Part I,874,All,English,1,50,43700
977,Raising Capital for Your Business,22,All,English,1,50,1100
978,"Silver, Gold, and Inflation",5597,Beginner,English,3,0,0
979,Accounting Concepts For Technocrats,261,Beginner,English,1,20,5220
980,Beginner Financial Analysis: Invest Like Warren Buffett,83,Beginner,German,1,50,4150
981,Advance Technical Analysis,152,Expert,English,1,50,7600
982,The Everyday Investor: Building Wealth with Venture Capital,176,Intermediate,English,1,20,3520
983,QuickBooks Online : Inventory Management For Non-Finance,8,All,English,1,35,280
984,Law Matters,327,Beginner,English,1,20,6540
985,Learn to Trade for Profit: Finding Winning Stocks - Chinese,264,All,English,1,95,25080
986,Financial Accounting Part 2 - Passing The Class,15,Beginner,English,1,20,300
987,Simple Options Trading System,104,Intermediate,English,1,35,3640
988,Investments and Financial Markets,71,Beginner,English,1,40,2840
989,Legal Accounting,26,All,English,1,110,2860
990,"Term Loan Appraisal for bankers, credit analysts",11,Beginner,English,1,20,220
991,Small Biz Doers' Guide to Small Biz Accounting + Bookkeeping,1294,Beginner,English,1,20,25880
992,Trade Show Samurai,32,All,English,1,95,3040
993,Forex Harmonic Trading- With Multiple Forex Chart Examples,313,All,English,1,135,42255
994,The Cost of Capital: The Key To Attract Venture Capitalists,635,All,English,1,50,31750
995,Accounting for School Students,1311,All,English,1,30,39330
996,Learn To Trade The Forex Naked Price Action Acapulco Trade,288,Intermediate,English,1,70,20160
997,Certificate in MYOB AccountRight Premier 2017 Course,97,All,English,1,200,19400
998,Master The Psychology of Forex & Binary Options Trading,53,Intermediate,English,1,20,1060
999,Learn to Pick the Right Stock Broker Account,1102,Beginner,English,1,40,44080
1000,Profit During Crashing Markets: A Step-by-Step Guide,57,All,English,1,195,11115
1001,Introduction to Futures & Options,694,All,English,1,50,34700
1002,Learn To Invest In 7 Steps,137,Beginner,English,1,50,6850
1003,Sell like a Pro: Insider Secrets of Successful Selling!,12,All,English,1,115,1380
1004,3 Little Pigs: A Multiple Timeframe Forex Trading Strategy,18,All,English,1,20,360
1005,6. Annuities Due and Deferred,170,All,English,1,20,3400
1006,CFA® Level 1 2014 – Quantitative Methods,119,All,English,1,50,5950
1007,IFRIC 13-Customer Loyalty Programmes (Revenue),2058,All,English,2,0,0
1008,FOREX Currency Trading For Beginners,35,Beginner,English,1,25,875
1009,Basic Technical Analysis,40,Beginner,English,1,50,2000
1010,Forex:Trade Management & Psychology,13,Intermediate,English,1,150,1950
1011,"Working Capital assessment for bankers, credit analysts",4,Beginner,English,1,20,80
1012,"CFA Level I Workshop 6: Alternatives, PM and Economics ",71,All,English,1,20,1420
1013,CFA Level I Workshop 3: Financial Reporting & Analysis II,71,All,English,1,20,1420
1014,How to trade in the Forex market,6,Intermediate,English,1,200,1200
1015,Bookkeeping Practicals with Software,1,Intermediate,English,1,35,35
1016,8 Steps To Achieve Financial Freedom And Escape Debt,5,Beginner,English,1,40,200
1017,Trading Basics in 30 minutes,1,Beginner,English,1,50,50
1018,Technical Charting,4,Intermediate,English,1,20,80
1019,Profits Turbo,10,Intermediate,English,1,20,200
1020,Nest Egg Investing,6,Beginner,Norwegian,1,45,270
1021,Economics for beginners - Various Concepts,2,Beginner,English,1,25,50
1022,Investing in Stocks & Shares,2,Beginner,Swedish,1,20,40
1023,Learn Financial Modeling from Scratch - Part 2,2,All,English,1,50,100
1024,Learn Financial Modeling from Scratch - Part 3,2,All,English,1,50,100
1025,A Practical Guide to Wealth Creation,6,All,English,1,35,210
1026,"'Geometry Of Chance strategy of defeating the roulette.""",2,Intermediate,English,1,30,60
1027,Trading Algorítmico en Forex: Crea tu primer Robot de Forex!,206,All,Portuguese,1,170,35020
1028,MQL4 Bootcamp Tutorial- Trading Robot Coding in Metatrader4,313,Beginner,English,1,20,6260
1029,Introducción a la contabilidad,193,Beginner,Spanish,1,20,3860
1030,Einnahmen aus Udemy-Kursen als Dozent korrekt versteuern,66,Beginner,German,1,30,1980
1031,Contabilidad Gubernamental en México,270,All,Spanish,1,30,8100
1032,株式投資に必要なスキルの学習手順を学ぶ,139,Beginner,Japanese,1,20,2780
1033,Formação de preços em serviços,77,Intermediate,Portuguese,1,35,2695
1034,"Geld verdienen mit dem Ticken der Uhr, wie Warren Buffett!",225,All,German,1,195,43875
1035,Торговля дельта-нейтральными стренглами,23,All,Russian,1,150,3450
1036,Guía práctica para comprar acciones en la Bolsa de USA,4876,Intermediate,Spanish,3,0,0
1037,Contabilidad Financiera: Conoce el Lenguaje de los Negocios.,244,Beginner,Spanish,1,20,4880
1038,Curso de Day Trader para Iniciantes,1278,Beginner,Spanish,1,0,0
1039,Curso de Iniciación al Trading,31,All,Spanish,1,85,2635
1040,Complete GST Course For Small and Medium Enterprises,8,Beginner,English,1,75,600
1041,3 documentos clave para administrar tu empresa con éxito,40,Intermediate,Portuguese,1,45,1800
1042,Forex/Opciones Binarias para Principiantes,9,Beginner,Spanish,1,25,225
1043,15 Mandamientos para ganar dinero en Bolsa,45,All,Spanish,1,20,900
1044,Le bitcoin et la blockchain,13,All,French,1,80,1040
1045,Contabilità Generale,4,All,Italian,1,200,800
1046,Торговля опционами: Как заработать на волатильности,20,All,Russian,1,150,3000
1047,Estrategias de Inversión aplicadas al mundo del trading,9,All,Spanish,1,20,180
1048,バイナリーオプション取引,29,All,Japanese,1,85,2465
1049,Caza los Enormes Movimientos del Mercado,6,All,Spanish,1,20,120
1050,Le basi del trading online,7,Beginner,Italian,1,45,315
1051,自分に合った投資信託を見つけよう！,859,Beginner,Japanese,1,25,21475
1052,Monatlich Geld anlegen für später!,5983,Beginner,German,4,30,179490
1053,Invierte en la Bolsa Mexicana y de USA,1673,Beginner,Spanish,1,200,334600
1054,Gestão Financeira Para Pequenas e Médias Empresas,1284,All,Portuguese,1,115,147660
1055,Curso Completo de Bitcoin - Ganhe 0.00005 Bitcoin,394,All,English,1,30,11820
1056,Tudo sobre Investimentos em Renda Fixa,689,All,Portuguese,1,45,31005
1057,Aprende a invertir sin capital,649,Beginner,Catalan,1,130,84370
1058,Apprendre à trader sur le marché du Forex - guide complet,187,Beginner,French,1,140,26180
1059,Introducción a las Finanzas,1798,Beginner,Spanish,1,30,53940
1060,Finanzielle Unabhängigkeit-1: Erste Schritte zur Million,465,Beginner,German,1,20,9300
1061,Forex para Principiantes-Ejemplos en VIVO de Trading Real,813,Beginner,Spanish,1,140,113820
1062,Finanzielle Unabhängigkeit-3 Millionär werden mit Immobilien,326,Expert,German,1,20,6520
1063,Introduction to Health Financing,26,Beginner,English,1,85,2210
1064,Accounting Cycle: Learn the concepts in 60 minutes,26,All,English,1,20,520
1065,Optimize! Make Best Decisions with Microsoft Excel,28,Expert,English,1,20,560
1066,Understanding The Stock Market: For Beginners,122,Beginner,German,1,25,3050
1067,CFA® Level 1 2014 – FI,149,All,Dutch,1,40,5960
1068,9. Sinking Funds,205,All,German,1,20,4100
1069,Managerial Accounting - The Ultimate Beginner Course!,11,Beginner,English,1,100,1100
1070,Forex Trading for Beginners Vol 1:A Forex Course Made Simple,3,Beginner,English,1,175,525
1071,Accounting - Basic Costing ,108,Beginner,English,1,40,4320
1072,"Double Your Salary With Free, Local, Job Training Courses",8,All,English,1,20,160
1073,Financial Modeling - Facebook Case Study,9,All,English,1,25,225
1074,Understanding Financial Derivatives,16,Intermediate,English,1,20,320
1075,Forex Basics: Learn how to read and analyze Forex charts,11,Beginner,English,1,195,2145
1076,Forex - Help I cant Trade,12,All,English,1,200,2400
1077,Start-up financial modeling for non-finance professionals,11,All,English,1,20,220
1078,The Fast Route to a Faster Financial Close,2,Intermediate,English,1,50,100
1079,Easy Finance For Startups,9,Beginner,English,1,50,450
1080,"Excel 4 Accounting & Bookkeeping - Master Date,Time & Text",15,All,English,1,35,525
1081,"Depreciation, Amortization and Depletion",7,Intermediate,English,1,25,175
1082,Breakeven Analysis and Pricing,27,All,English,1,20,540
1083,Tally ERP Complete Training in Urdu / Hindi,5,All,English,1,30,150
1084,Accounting Simplified,3,All,English,1,30,90
1085,Series 7: Intermediate Options,5,Intermediate,English,1,55,275
1086,Accounting and Business Basics,5,All,English,1,200,1000
1087,Corso introduttivo al trading profittevole,132,Beginner,Italian,1,20,2640
